Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2024-02-20 13:39:54.873 +0900,"Success",0:00:00,0,0,0,"20240220_133954.873/LogFile.txt","","",1
